timestamp,flow,inf_cod,eff_cod,inf_nh3,eff_nh3,do_meas,DO_reactor,MLSS_reactor,temp,pH,NH3_reactor,X_A_reactor
2024-01-01 00:00:00,66105.60654871569,381.7537820602737,74.64353387090166,36.23173533302474,5.445448256981191,2.947692535235061,2.9082563225446236,2774.1780748051933,17.972909635641646,7.279262851648633,21.68260789494174,158.47464297765757
2024-01-01 01:00:00,60925.4463700475,415.4033877579229,62.316215660827105,28.937389044240845,4.044375905179062,1.331520746159704,1.3527271836196362,2941.805112815702,18.20555143929966,7.282477372536427,16.307521533542765,135.02012506531713
2024-01-01 02:00:00,64551.09072617612,356.27169183353226,59.46147259528688,22.145106349584665,3.0016668523502816,1.7930371900848339,1.760829570820248,2901.244922686793,16.704071999484487,7.275522164307659,11.512369767218663,131.28235039407122
2024-01-01 03:00:00,68016.82551367918,308.02218174633225,59.56224029714103,29.024915571179385,4.962104737898205,2.867371637400135,2.7659481454275756,2555.5673757131663,16.448915003665654,7.235307196145956,18.646778980714583,144.27988489006412
2024-01-01 04:00:00,59561.119364441634,367.1191822593139,70.90745718651695,34.010956598395474,4.309847666371993,2.0441112503491365,2.06964934299936,2457.7674107612443,16.71178518490011,7.301011386250398,18.32722890622584,143.88278772174584
2024-01-01 05:00:00,57832.325904619145,360.6193620968853,70.98044806483827,27.42158853406921,3.8639800286341077,2.2757249456840216,2.2921373760124943,2521.8984887709485,16.534933286128783,7.27827613360266,15.594916308721624,145.46276072373254
2024-01-01 06:00:00,61722.022817703,347.3895762904596,71.21542405270627,28.7788361069688,4.2389863480890515,2.5853868321421354,2.4759653121939262,2578.9563653516525,16.416898251178665,7.337278688379967,17.24270076524253,147.019664269202
2024-01-01 07:00:00,63093.13491699837,369.5088954998062,77.58833530206873,30.55921602723225,5.2466437529563335,2.0746876972129287,2.089337340935445,2606.9933574661213,15.066743774387943,7.342124785318604,15.343799250996662,116.48073118272457
2024-01-01 08:00:00,63997.49664718036,364.7926305414303,67.72250047374513,26.998366838902847,3.8307990765027666,2.992391985754724,3.0254285058287214,2707.569456990552,17.10944274609034,7.375940334787438,15.912552303875502,143.54271788384887
2024-01-01 09:00:00,63874.508872034305,349.70288452405896,69.51910943516,24.406503419955946,3.808879035679778,2.7069641693180166,2.6058381821731142,2756.7784301721335,15.596959712391081,7.407678484312582,13.470781565661701,137.23446879271452
